file	line	key	verdict	evidence	text
parity/ledger/game-effect-terrain.yaml	75	deferred	ported	Both branches were already ported (monsterTargetMonster, monsterIsDecoyed) and the two things the row said "ride the display layer" had both landed with nobody revisiting it. DARKEN_AREA now uses monsterDesc(tMon, MDESC_TARG) per effect-handler-general.c:3061 - an unseen target reads "something" where the stand-in named its race outright - and the quake queues MON_MSG.QUAKE_DEATH / QUAKE_HURT through addMonsterMessage (PORT_TODO 3.1), restoring plural stacking and add_monster_message's own visibility rule. Three mutants killed.	CLOSED (2026-08-07), every part of it. Both branches were already ported - monsterTargetMonster (game/effect-attack.ts:370) and monsterIsDecoyed (game/effect-mon-origin.ts) - and the two things this row said "ride the display layer" had both landed without anyone revisiting it. DARKEN_AREA now names its target with monsterDesc(tMon, MDESC_TARG) as effect-handler-general.c:3061 does, so an unseen t
parity/ledger/game-effect-terrain.yaml	85	deferred	ported	The hook is declared and fired: onPlayerPostMove at game/effect-teleport.ts:67, called at :271 with the byMonster flag from ctx.origin.what	player_handle_post_move after the quake displacement rides the teleport env's onPlayerPostMove hook (installed by wireGame).
parity/ledger/game-floor.yaml	39	deferred	ported	LEAD READ. push_object exists and has live callers - game/project-feat.ts defines pushObject, called from effect-general.ts:184 (guarded on a non-empty floor pile) and imported by effect-terrain.ts:65. The note said it "needs the door/trap interplay ... lands with trap.c (#21) / door commands (#20)"; both landed and the note did not follow.	push_object (L1166): needs the door/trap interplay (squares become unable to hold objects) - lands with trap.c (#21) / door commands (#20).
parity/ledger/game-floor.yaml	41	deferred	ported	Both halves closed. The oidx bookkeeping is a ratified substitution whose mechanism the row names itself - the pile map IS the object list. The known-object shadow cave landed as PORT_TODO 2.9: state.known.objects is a remembered pile per grid holding the object references, which is what map_info's object loop, object_list_collect and forget_remembered_objects each read.	Both halves of this row are CLOSED (2026-08-07). list_object / delist_object's oidx bookkeeping is a ratified substitution and the note names its mechanism itself - the pile map IS the object list, and a JS reference is the link C spends oidx on. The known-object shadow cave landed as PORT_TODO 2.9: state.known.objects is a remembered pile per grid holding the object references, which is what map_
parity/ledger/game-floor.yaml	48	deferred	ported	obj.mimickingMIdx is a real back-reference, written by monCreateMimickedObject and read at known.ts:700 for the monster_is_mimicking / ignore_item_ok test; the reveal-path bookkeeping closed as PORT_TODO 2.14, push_object's unrevealed-mimic arm included (project-feat.ts pushMimic).	Mimicked-object handling (obj->mimicking_m_idx) is PORTED. The back-reference is real (obj.mimickingMIdx, written by monCreateMimickedObject, read at known.ts:700 for the monster_is_mimicking / ignore_item_ok test) and the reveal-path bookkeeping closed as PORT_TODO 2.14, including push_object's unrevealed-mimic arm (game/project-feat.ts pushMimic).
parity/ledger/game-floor.yaml	54	deferred	stale-doc	LEAD READ, and THE NOTE'S CATEGORY IS WRONG. It files square_note_spot and square_light_spot together as "redraw calls - render layer". square_note_spot (cave-map.c:226) contains NO redraw: it is square_know_pile, secret-trap reveal, square_memorize_traps and square_memorize - a knowledge function. It IS ported, as a per-turn sweep rather than a per-call hook: noteSpots (game/known.ts:988) runs squareMemorize + squareKnowPile + noteSpotRevealTrap over every seen grid, and floor.ts:333 documents relying on it deliberately. Only square_light_spot (PR_ITEMLIST + EVENT_MAP) is a redraw, and that half is the immediate-mode-renderer divergence. square_memorize_traps is tracked separately at game-trap.yaml:52.	square_note_spot / square_light_spot redraw calls - render layer (#25).
parity/ledger/game-gear.yaml	58	deferred	ported	The deduction is there: game/gear.ts:1331, player.au -= objectValueReal(reg, obj, obj.number), inside the start-item loop with the "prices the real object" approximation spelled out. objectValueReal is imported at gear.ts:62	Starting-gold deduction p->au -= object_value_real(obj, number): obj-value.c (obj-power) IS ported (obj/power.ts); at this site no gold is deducted and starting gold is HIGHER than upstream until it lands. No fake valuation is used.
parity/ledger/game-gear.yaml	63	deferred	ported	eopts ARE honoured: startItemIncluded (game/gear.ts:1232-1236) evaluates each start_item's eopts against opts.opt, called at gear.ts:1319 with the RNG order preserved (rand_range drawn before any continue, exactly as player-birth.c L619-637)	eopts birth-option exclusion: birth options are not modelled, so eopts are treated as "no exclusions". This equals upstream behaviour with the default birth options (e.g. the Warrior's Word of Recall scroll, excluded only when birth_no_recall is ON, is included by default).
parity/ledger/game-gear.yaml	67	deferred	ported	Both halves exist: combinePack (game/gear.ts:849) and packOverflow (game/obj-cmd.ts, cited from gear.ts:400), on top of the inven_carry_num / pack_slots_used gate the note already credits	pack overflow reordering (combine_pack / pack_overflow): inven_carry_num and pack_slots_used are now ported (the pack-room GATE is enforced for transactions), but the reorder/overflow-slot handling on an over-fill is still DEFERRED - a birth kit never overflows.
parity/ledger/game-gear.yaml	71	deferred	divergence	The DISPLAY half is applied, and only the ratified model difference is left. object_flavor_aware is handed to the caller because flavor_init has not run at birth, and the session applies it (collected at session/game.ts:2775, marked aware at :2911, cited in gear.ts:1343-1345); object_set_base_known runs inside the on-demand shadow synthesis (obj/known-object.ts objectSetBaseKnown); update_player_object_knowledge is ported at game/known.ts. What remains is the obj->known twin, which is the port-wide ratified substitution (rune-knowledge gating), not an omission of this site	The DISPLAY half of obj-knowledge in player_outfit (object_flavor_aware, object_set_base_known, update_player_object_knowledge) and the obj->known twin, consistent with obj/object.ts. NOT deferred: modifier-rune learning, which wieldObject now runs via object_learn_on_wield (obj/knowledge.ts) so worn pval bonuses go live immediately.
parity/ledger/game-gear.yaml	76	deferred	divergence	p->upkeep->equip_cnt is a cached count of occupied equipment slots that upstream keeps for its own display loops. The port derives it where it is wanted instead of caching it - game/inven-wield.upstream.test.ts:131 computes equipCnt from the equipment array to make its assertions - and no port code reads a cached counter. No behavioural difference	The equip_cnt UI counter (p->upkeep->equip_cnt).
parity/ledger/game-gear.yaml	77	deferred	ported	FIXED 2026-08-04 (505c38bae). The running total is now maintained at upstream's four obj-gear.c choke points (game/gear.ts stackWeight/gearTotalWeight, inven_carry L845/L875, gear_excise L486, gear_object_for_use L541) and RE-SUMMED on load exactly as load.c:1179-1185 does (session/game.ts, which is also the migration for saves written with a stored 0). Gear carries the bound curse table so object_weight_one is exact. Proved by game/gear-weight.test.ts, which asserts the three observable consequences - the carrying-capacity speed penalty, the Burden line, the load re-sum - and derives ground truth by summing the gear; breaking any one of the four sites kills at least one assertion	The running carried-weight total (p->upkeep->total_weight beyond the reset to 0); recomputing it belongs to the calc/inventory owner.
parity/ledger/game-gear.yaml	79	deferred	ported	The command layer is built: invenTakeoff (game/obj-cmd.ts:224), invenDrop and invenWield alongside it, and the quiver's quiverAbsorbNum (game/gear.ts:498, used at :593 and :832) with the OSTACK_QUIVER handling	The take-off / inventory command layer (inven_wield messaging, inven_takeoff, inven_drop) and the quiver (quiver_absorb_num, OSTACK_QUIVER handling): out of scope for the birth substrate. gear_object_for_use is now ported (used by the store transactions).
parity/ledger/game-gear.yaml	83	deferred	ported	calc_bonuses is re-derived from the populated equipment and both actor fields are live - web/src/main.ts:3651 reads state.actor.combat and state.actor.weapon, :3656 reads state.actor.defense.ac and .toA. The one input calc_bonuses still does not receive is the carried weight, which is game-gear.yaml:77 and tracked there	Re-deriving calc_bonuses from the populated equipment and wiring actor.weapon / actor.defense: owned by player/calcs.ts (downstream).
parity/ledger/game-known.yaml	42	deferred	partial	The "per-object known twins" half is spent - PORT_TODO 2.9 made the remembered pile per object, knownFloorObject is `obj->known` and obj.knownPval is `obj->known->pval` (search and DETECT_TRAPS both write it). Two things genuinely remain: known traps as trap INSTANCES rather than a per-grid memory, and the sense markers not recording WHICH predicate sensed them, so a know/sense of a different object class can clear them.	The remembered pile is PER OBJECT as of PORT_TODO 2.9, so this row's "per-object known twins" half is spent: knownFloorObject(state, grid, obj) is `obj->known`, obj.knownPval is `obj->known->pval` (the chest-trap knowledge search and DETECT_TRAPS both write), and objectKnownShadow synthesises the rest of the twin on demand. Two things are genuinely left, and they are different sizes. (a) Known tra
parity/ledger/game-known.yaml	52	deferred	stale-doc	LEAD READ. The note's concrete claim - "invisible monsters are simply never seen without detection" - is FALSE of the current code. updateMon sets MFLAG_VISIBLE / MFLAG_VIEW from telepathy, infravision and see-invisible at game/known.ts:712-746, reading OF_TELEPATHY / OF_SEE_INVIS off the derived player flags with racial infravision. Infravision specifically was corrected by PORT_TODO 2.8 (path_analyse), documented at known.ts:149-152. The disturb-on-appear side effects went in with PORT_TODO 2.17.	update_mon's telepathy (RF_TELEPATHY equipment), infravision, SEE_INVIS, monster_is_in_view distance/light weighting and the disturb-on-appear side effects ride the full visibility model; invisible monsters are simply never seen without detection.
parity/ledger/game-known.yaml	56	deferred	divergence	LEAD READ. square_light_spot (cave-map.c) is purely presentation - it sets PR_ITEMLIST and signals EVENT_MAP for one grid, nothing else. The port's web renderer repaints the whole terminal each frame (repaintEverything), so a per-grid invalidation has no equivalent to port; there is no state the C sets that the port fails to set. Ratified divergence, mechanism named.	square_light_spot / PR_ redraws ride presentation (the web renderer repaints fully each frame).
parity/ledger/game-mon-cast.yaml	34	deferred	ported	All three are BUILT and INSTALLED, not merely injectable: buildMonSpellHooks (mon-cast.ts:271) supplies disturb, the real spell_message through spellMessageText (with panel_contains for the "(offscreen)" tag and the msgt sound channel), the save message, and spell_check_for_fail_rune; session/game.ts:1519 installs them.	All three hooks are BUILT and INSTALLED, not merely injectable. buildMonSpellHooks (game/mon-cast.ts:271) supplies disturb, the real spell_message through spellMessageText (with panel_contains for the "(offscreen)" tag and the msgt sound channel), the save message, and spell_check_for_fail_rune; session/game.ts:1519 installs them. A cast announces itself and, on a save, teaches the runes upstream 
parity/ledger/game-mon-cast.yaml	40	deferred			Summon and shapechange subtypes (S_KIN, SHAPECHANGE, ...) need their name resolvers injected (mon-summon.c summon_name_to_idx, player shapes); absent, the chain cannot build and the cast fizzles via the unresolved hook. The EF_SUMMON handler itself is still a stub until monster generation lands.
parity/ledger/game-mon-cast.yaml	44	deferred	ported	Task #19 (the monster-spell layer) has landed; this row was still waiting on it. chooseAttackSpell (mon-ranged.ts:248) and removeBadSpells (:173) exist and are reached from the live monster turn at mon-cmd.ts:735.	choose_attack_spell and remove_bad_spells are ported (game/mon-ranged.ts:248 and :173) and reached from the live monster turn at game/mon-cmd.ts:735; doMonSpell is the executor they call.
parity/ledger/game-mon-cmd.yaml	100	deferred	divergence	The interactive re-target prompt is the shell's by the same core/UI split as every other prompt, and standing in the player's current target is the faithful headless answer. target_set_monster itself is ported (game/target.ts)	The cast branch's interactive re-target prompt (target_set_monster NULL + get_aim_dir) is UI; the player's current target stands in.
parity/ledger/game-mon-cmd.yaml	102	deferred	divergence	The direct field set is the faithful equivalent: upstream reaches TMD_COMMAND through player_set_timed's no-notify call, which by definition emits no grade message, so routing it through the grade table would change nothing observable	TMD_COMMAND's timed-effect definition messages ride the player-timed grade table (the direct field set matches player_set_timed's no-notify call).
parity/ledger/game-mon-group.yaml	48	deferred	ported	LEAD READ. monster_can_see (mon-util.c:698) is a one-line wrapper: `return los(c, mon->grid, grid);`. The port's monster_group_rouse calls los(state.chunk, mon.grid, friend.grid) directly at game/mon-group.ts:306, which is therefore EXACT rather than a substitution. mon-group.ts:27-29 already records the same finding against an earlier note that got it wrong in both halves.	monster_can_see (mon-util.c) IS plain line of sight in the C, so rouse using plain line of sight is exact, not a substitution (it also weighs range and light).
parity/ledger/game-mon-group.yaml	51	deferred	divergence	LEAD READ. monster_group_index_new grows state.groups on demand instead of capping at z_info->level_monster_max, so it never returns 0 for failure. The note names the mechanism and states behaviour is otherwise identical; the only observable difference would be at a cap upstream treats as an error path, so nothing a player can reach diverges. Ratified.	monster_group_index_new grows state.groups on demand rather than capping at z_info->level_monster_max, so it never returns 0 (fail); behaviour is otherwise identical.
parity/ledger/game-mon-group.yaml	54	deferred	ported	LEAD READ. summon_group is ported as summonGroup (game/mon-group.ts:272-273) AND HAS A CALLER - mon-place.ts:934 assigns the group from deps.monCurrent, with monsterGroupAssign imported alongside it at :75. The note said it "lands with monster summoning"; summoning landed and the note did not. Checked for the caller rather than the definition, because a summon-group helper with no caller is exactly the shipped-is-not-reachable shape.	Summon-group assignment at summon time (summon_group's caller in the EF_SUMMON handler) lands with monster summoning.
parity/ledger/game-mon-list.yaml	38	deferred	n-a	the flicker attr is collected and there is no per-frame redraw to consume it, because the port repaints every frame. Presentation, with the mechanism named.	The flicker-animation attr is collected but there is no per-frame redraw in the engine (rides the front-end draw layer).
parity/ledger/game-mon-list.yaml	40	deferred	n-a	ui-mon-list.c is the terminal draw half - section headers, the "you see N monsters" summary, truncation, cursor tracking. Each shell renders its own panel.	ui-mon-list.c (the terminal section headers, the "you see / are aware of N monsters" summary text, the too-many-to-fit truncation, and the map cursor tracking) is the draw half, replaced by each shell's own panel.
parity/ledger/game-mon-place.yaml	63	deferred			mon_create_drop / mon_create_mimicked_object ride the monster-inventory subsystem (monster_carry / held objects); summoned monsters carry no loot yet, and ORIGIN_DROP_SUMMON stamps with it.
parity/ledger/game-mon-place.yaml	66	deferred	ported	All three landed. mon_rating accumulates here and gen/generate.ts:392 turns it into the level feeling; cheat_hear's OOD messages are mon-place.ts:415-418 reading the live option; num_repro is context.ts:428, decremented at :1321 on a MULTIPLY breed. PU_UPDATE_VIEW is the ratified unconditional-repaint divergence (known.ts:153).	All three have landed. mon_rating accumulates here and gen/generate.ts:392 turns it into the level feeling; cheat_hear's OOD messages are mon-place.ts:415-418, reading the live option; num_repro is game/context.ts:428 and decremented at :1321 on a MULTIPLY breed. The PU_UPDATE_VIEW monster-light refresh is the ratified unconditional-repaint divergence (game/known.ts:153), not a deferral.
parity/ledger/game-mon-place.yaml	72	deferred	ported	Killed-unique max_num zeroes survive a reload; no race-state save section was ever needed. The save carries the lore, and the load path re-derives maxNum = 0 for every UNIQUE with pkills > 0 (session/game.ts:3930-3939), exactly as load.c:532-535 rd_monster_memory does. The comment at session/game.ts:989 echoed this row's claim and was corrected in the same pass.	Killed-unique max_num zeroes SURVIVE a reload, and this row (and the comment at session/game.ts:989 that echoed it) said otherwise. No race-state save section was needed: the save already carries the lore, and the load path re-derives maxNum = 0 for every UNIQUE with pkills > 0 (session/game.ts:3930-3939), which is exactly what load.c:532-535 rd_monster_memory does. Grip does not come back.
parity/ledger/game-mon-place.yaml	78	deferred			compact_monsters / monster_index_move ride the level-cap pressure path (the port's monster list grows on demand); wipe_mon_list beyond the racial-count half is the session's store swap.
parity/ledger/game-mon-ranged.yaml	49	deferred			The birth_ai_learn knowledge filter (unset_spells in remove_bad_spells): the AI's memory of player resists; the option is off by default.
parity/ledger/game-mon-ranged.yaml	51	deferred	ported	Task #19 (the monster-spell layer) has landed; this row was still waiting on it. findAnyNearbyInjuredKin is mon-ranged.ts:121 and is the DEFAULT the spell filter uses at :191, so HEAL_KIN is no longer dropped for want of a supplier - the seam-with-no-default failure mode this row described.	find_any_nearby_injured_kin is ported (game/mon-ranged.ts:121) and is the default the spell filter uses at :191, so HEAL_KIN is no longer dropped for want of a supplier.
parity/ledger/game-mon-ranged.yaml	54	deferred			The monster-lore updates are DONE (mon-lore.yaml): a seen cast learns the spell flag and counts cast_innate / cast_spell, and a fatal cast counts a death. become_aware for a camouflaged caster is NOW WIRED (session/game.ts installs state.becomeAware -> game/known.ts becomeAware into installMonsterCasting's config); the failure / cast messages remain injected hooks.
parity/ledger/game-mon-ranged.yaml	60	deferred			The decoy target and the non-player-target witness path (square_isview along project_path): decoys and monster-vs-monster targeting are not modelled here.
parity/ledger/game-mon-ranged.yaml	62	deferred			The session / web layer still needs to call installMonsterCasting during startGame (with the effect registry, cast context and bound spells) to enable casting in the shipped game; the core seam and integration are complete.
parity/ledger/game-obj-cmd.yaml	50	deferred			do_cmd_inscribe / uninscribe / autoinscribe (setters; land with UI).
parity/ledger/game-obj-cmd.yaml	51	deferred			do_cmd_refill (fuel model), do_cmd_use dispatcher (UI menu), do_cmd_cast / study (player spells, #22).
parity/ledger/game-obj-cmd.yaml	53	deferred			The glyph-of-warding push_object interaction (traps #21).
parity/ledger/game-obj-cmd.yaml	54	deferred	ported	All three done. Command repetition closed as PORT_TODO 2.12 on the live repeat path. The "!t" get_check loop is wieldTakeoffConfirm (obj-cmd.ts:522), run by the shell at main.ts:2781. The ring-slot choice is wieldRingChoice (:471), run FIRST at main.ts:2757 - the order matters, and web/src/wield-prompts.test.ts guards both the calls and their order because "a correct wieldRingChoice() that nothing calls reads exactly like a finished feature".	All three are DONE. Command repetition closed as PORT_TODO 2.12, on the live repeat path. The "!t" get_check loop is wieldTakeoffConfirm (obj-cmd.ts:522), asked once per inscription with any refusal aborting, and the shell runs it at web/src/main.ts:2781. The ring-slot choice is wieldRingChoice (:471), asked only when both hands are full, and the shell runs it FIRST at main.ts:2757 - the order mat
parity/ledger/game-obj-cmd.yaml	67	deferred	ported	Object descriptions are live - describeObject is used throughout obj-cmd.ts (:309, :398, :532) with the real ODESC modes. The work_obj known-COPY machinery needs no port: it is C's way of describing an object as the player knows it without mutating the original, and the port synthesises that view on demand (objectKnownShadow) instead of copying.	Object descriptions are live: describeObject (game/describe.ts) is used throughout this module (obj-cmd.ts:309, :398, :532 among others) with the real ODESC modes. The work_obj known-COPY machinery has no port and needs none - it is C's way of describing an object as the player knows it without mutating the original, and the port synthesises that view on demand (objectKnownShadow) instead of copyi
parity/ledger/game-pickup.yaml	49	deferred	ported	The chooseItem seam is supplied: web/src/main.ts:5756 hands pickup the real "Get which item?" picker, so the recursive menu loop this row waited for exists. The pile-head default survives only for headless callers, which is what a seam default is for.	The chooseItem seam is SUPPLIED: web/src/main.ts:5756 hands pickup the real "Get which item?" picker, so the recursive menu loop this row was waiting for exists. The pile-head default survives only for headless callers, which is what a seam default is for.
parity/ledger/game-pickup.yaml	53	deferred	partial	The "find-ON-SIGHT" gap these two rows shared does not exist upstream. object_touch inside square_know_pile is gated on `loc_eq(grid, player->grid)` (cave-square.c:1176-1182): upstream touches only the pile the player STANDS on, never one seen at a distance. The port matches that gate exactly - game/known.ts:688 iterates the pile (the "reduced glyph-only port" this row blamed is gone, PORT_TODO 2.9) and fires state.onArtifactFound under it. What genuinely remains in this row is only OFLOOR_VISIBLE marking: every object on a grid is visible here, so an unmarked object cannot yet exist.	The "find-ON-SIGHT" half of this row was WRONG ABOUT UPSTREAM, and is now moot either way. square_know_pile does NOT touch a pile the instant it becomes known: object_touch is gated on `loc_eq(grid, player->grid)` (cave-square.c:1176-1182), so upstream only touches the pile the player is standing on - there is no find-at-a-distance to reproduce. And the port now matches it exactly: game/known.ts's
parity/ledger/game-pickup.yaml	63	deferred	ported	The isIgnored seam (pickup.ts:62, read at :188) is supplied by the session from obj/ignore.ts, so ignore_item_ok is live and an ignored object no longer makes the pickup verbal.	ignore_item_ok is live: the isIgnored seam (pickup.ts:62, read at :188) is supplied by the session from obj/ignore.ts, so an ignored object no longer makes the pickup verbal.
parity/ledger/game-pickup.yaml	66	deferred			get_quantity partial-pickup prompt (ui): defaults to the carryable max.
parity/ledger/game-pickup.yaml	67	deferred			Weight tracking (p->upkeep->total_weight) and PN_IGNORE notice - with the inventory upkeep layer.
parity/ledger/game-player-path.yaml	78	deferred	divergence	A ratified equal-result choice, and the row states it itself: prepare_pfdistances + pfdistances_to_path produce the same paths as the patched-distance A* up to tie-breaking, and the plain-array relaxation queue is correctness-identical to q_queue. Covered by game/player-path.test.ts	find_path uses prepare_pfdistances + pfdistances_to_path, NOT the patched-distance A* (an equal-result performance optimization); paths match upstream up to tie-breaking. The relaxation queue is a plain array shift() (upstream's q_queue); correctness is identical.
parity/ledger/game-player-path.yaml	82	deferred	partial	Three real remainders, one non-gap. Owed: convert_turn_penalty's movement-speed class energy, compute_rubble_penalty's swap-to-best-digger recalculation, and compute_locked_penalty's dark / PF_UNLIGHT nuance. NOT a gap: square_isdamaging IS feat_is_fiery in 4.2.6 - lava only - so "reduced to fiery terrain" is exact parity (mon-death.ts:442 and monster-turn.ts:64 record the same reading). Both penalty functions are themselves ported and reached.	Three real remainders and one non-gap. Owed: convert_turn_penalty's movement-speed class energy (the door / rubble penalties assume moving costs z_info->move_energy, the common case), compute_rubble_penalty's swap-to-best-digger recalculation (the wielded DIGGING skill decides, as in tunnelAux), and compute_locked_penalty's dark / PF_UNLIGHT lighting nuance. NOT a gap: "square_isdamaging is reduce
parity/ledger/game-player-path.yaml	92	deferred	divergence	A stated equivalence: reading live terrain gated by square_isknown is identical to reading the remembered feat for every seen grid, and only stale memory from magic mapping could differ. This is the player->cave shadow question again, tracked once at game/floor.ts:18	Pathfinding reads live terrain gated by square_isknown rather than the remembered feat itself (identical for seen grids; only stale memory from magic mapping could differ), matching the running engine.
parity/ledger/game-player-path.yaml	95	deferred	ported	The front end DOES have the handler the note says is missing: web/src/context-menu.ts:204 offers "Pathfind To" and :66 offers "Explore", dispatched at web/src/main.ts:2204-2205 onto the registered core commands (cmd.ts:79, :188; do_cmd_pathfind at game/player-path.ts:1307)	do_cmd_pathfind / do_cmd_explore are registered core actions but not yet wired to a web click / key (no grid-click handler exists front end); the running keypress is wired.
parity/ledger/game-player-path.yaml	98	deferred	ported	MY EARLIER VERDICT ON THIS ROW WAS WRONG AND IS RETRACTED. "disturb() has ZERO callers" came from greping the port for the C's own spelling, disturb(player), which the port never writes - the failed-transliteration trap in reverse. disturb() has 11 importers and 24 call sites, and all three things the note calls absent were already wired: taking damage (game/take-hit-hooks.ts onDisturb), a status message (session/game.ts timedHooks.onNotify) and a monster appearing or leaving view (game/known.ts, update_mon). The same narrow grep also undercounted the UPSTREAM census as 38 sites where there are 53 (the C writes disturb(p) too). Redone properly it found 12 genuinely absent sites, all wired 2026-08-04: py_attack, make_attack_normal's connecting blow and visible miss, the known-trap and DTRAP-edge run stops, the two store-door disturbs, autopickup (an env seam nothing supplied), the cave-view.c:852 feeling reveal, word recall, deep descent, and level arrival. The census is now derived from the C and reconciled both ways by game/disturb-census.test.ts	disturb() from events OTHER than run_test's own per-step checks (a monster waking or closing from behind, taking damage, a status message, resting). disturb() is exported so those sites call it as they land with the monster-AI / message / rest layers; run_test already stops for anything the runner moves toward.
parity/ledger/game-player-path.yaml	103	deferred	partial	The player_is_trapsafe half is closed - game/trap.ts:88-97 reads the TMD_TRAPSAFE timer, playerState.flags OF_TRAP_IMMUNE, AND a direct equipment walk, and cave-cmd.ts:810 uses it. Three small things remain: the running torch-radius recompute (PU_TORCH), the running-straight-into-a-trap-disarms nuance (move_player's disarm arg), and ignore_item_ok on remembered objects, where any remembered floor object currently aborts the run.	The player_is_trapsafe half is CLOSED: game/trap.ts:88-97 now reads THREE sources - the TMD_TRAPSAFE timer, playerState.flags OF_TRAP_IMMUNE, and a direct walk of the equipment for OF_TRAP_IMMUNE - and game/cave-cmd.ts:810 uses it. Still owed, and all three are small: the running torch-radius recompute (PU_TORCH, light layer), the running-straight-into-a-trap-disarms nuance (move_player's disarm a
parity/ledger/game-player-side.yaml	48	deferred	real	confirmed: playerIncCheck is wired (game/player-side.ts:164), but the fail-condition messages upstream prints BEFORE the confusion messages are not - the port always announces. The row's own wording is accurate.	player_inc_check's fail-condition messages before the confusion messages (the timed registry check runs, but the pre-check message gating is simplified to always announcing).
parity/ledger/game-player-side.yaml	51	deferred	ported	update_smart_learn is ported (mon/spell.ts) and wired at game/mon-cast.ts:201-204 behind the birth_ai_learn gate, so it does not "ride lore". The PR_MANA and other redraw masks are covered by the port's immediate-mode repaint.	update_smart_learn (monster learning the player's resists) rides lore (#24); PR_MANA and the other redraw masks are display.
parity/ledger/game-project-cast.yaml	85	deferred	ported	Task #19 (the monster-spell layer) has landed; this row was still waiting on it. effect_handler_LASH is game/effect-attack.ts:356, in the module that has the blow data, summing the full first blow plus half of every other with lash_type off the first blow.	effect_handler_LASH (L899) IS ported, in the module that has the blow data - game/effect-attack.ts:356, summing the full first blow plus half of every other, with lash_type off the first blow - and it casts through this module's short beam.
parity/ledger/game-project-cast.yaml	89	deferred			The effect-registry wiring (registering these as the EF_* handlers) and the player-timed / EffectPlayer adapters for the general handlers - next increment.
parity/ledger/game-project-cast.yaml	92	deferred	ported	Task #19 (the monster-spell layer) has landed; this row was still waiting on it. resolveAimedTarget's monster branch and the real target system are both ported; env.aimed is backed by the live target.	resolveAimedTarget's monster branch and the real target system are ported (game/effect-attack.ts, game/target.ts); env.aimed is backed by the live target rather than a stand-in.
parity/ledger/game-project-cast.yaml	95	deferred	ported	All three named hooks are supplied: onObject and onFeature are wired at game/project-cast.ts:341-344 to projectObject / projectFeature over the live floor piles and terrain, and breath_dam is mon/spell.ts breathDam at effect-attack.ts:224.	All three are supplied: onObject and onFeature are wired at game/project-cast.ts:341-344 to projectObject / projectFeature over the live floor piles and terrain (whenever a world env exists), and breath_dam is mon/spell.ts breathDam, read at game/effect-attack.ts:224.
parity/ledger/game-project-cast.yaml	99	deferred			A real PlayerProjActor from calc_bonuses (resists, damage reduction, minus_ac) replaces basicPlayerActor's zeroes.
parity/ledger/game-project-feat.yaml	40	deferred			square_forget / square_unmark and the PU_UPDATE_VIEW | PU_MONSTERS masks: the core keeps no player square-memory yet (the web renderer holds its own explored set); FOV refresh rides state.updateFov.
parity/ledger/game-project-feat.yaml	43	deferred	ported	The reason this row gave for deferring - "no town or day-night cycle yet" - stopped holding when PORT_TODO 4.3 built town generation. exposeToSun is project-feat.ts:164, gated on `c.depth === 0 && isDaytime(state.turn, state.z.dayLength)` at :218, using the same isDaytime (game/world.ts:108) the session drives the town with (session/game.ts:748).	Ported, and the reason this row gave for deferring it ("no town or day-night cycle yet") stopped holding when PORT_TODO 4.3 built town generation. exposeToSun is project-feat.ts:164, gated on `c.depth === 0 && isDaytime(state.turn, state.z.dayLength)` at :218 - the same isDaytime (game/world.ts:108) the session drives the town with (session/game.ts:748).
parity/ledger/game-project-feat.yaml	49	deferred	ported	square_destroy_decoy is destroyDecoy, called at game/effect-attack.ts:684 on the grid holding the player's decoy.	The decoy branch is ported: square_destroy_decoy is destroyDecoy, called at game/effect-attack.ts:684 on the grid holding the player's decoy.
parity/ledger/game-project-feat.yaml	51	deferred			push_object's trap re-run (square_add_trap on the restored feature) and its queue-size cap (z_info->floor_size) are simplified: the port excises a snapshot and re-drops it.
parity/ledger/game-project-monster.yaml	41	deferred	ported	The hooks are supplied for real and every subsystem the bodies needed has landed. project-monster.ts:266 threads onKill into monTakeHit and the session binds it to the live player_kill_monster tail (session/game.ts:983): experience from the killed FORM, the shape revert, dead-uniques-stay-dead, the kill-history entry, treasure drops through monsterDeath, and quest completion (PORT_TODO 4.2).	The hooks are supplied for real and every subsystem the bodies needed has landed. project-monster.ts:266 threads onKill into monTakeHit, and the session binds it to the live player_kill_monster tail (session/game.ts:983): experience from the killed FORM, the shape revert, dead-uniques-stay-dead, the kill-history entry, treasure drops through monsterDeath, and quest completion (PORT_TODO 4.2). Floo
parity/ledger/game-project-monster.yaml	48	deferred			polymorph needs monster generation (get_mon_num / place_new_monster); a hook that no-ops until then.
parity/ledger/game-project-monster.yaml	50	deferred			The teleport and thrustAway hooks are now BACKED in wireGame by teleportMonster (game/effect-teleport.ts) and thrustAway (game/thrust.ts); worldless callers still get the inert defaults.
parity/ledger/game-project-monster.yaml	53	deferred			delete_monster_idx's monster-group, mimicked-object, racial-counter and targeting bookkeeping are PORTED (game/context.ts deleteMonster). The held-object drop and the redraw requests are still deferred with their subsystems.
parity/ledger/game-project-monster.yaml	57	deferred			update_mon / square_light_spot / PR_MONSTER collapse into the onUpdate hook.
